uuid,timestamp,event,dia_min,dia_max,temp_avg,check
1694,2022-03-02 12:10:53,Put Workpiece in OK Pile,,,,OK
1695,2022-03-20 12:04:33,Produce Workpiece,,,,
1695,2022-03-20 14:04:33,Measure Workpiece,2.52,4.81,,
1695,2022-03-20 16:04:33,Put Workpiece in OK Pile,,,,OK
1696,2022-03-12 15:00:26,Produce Workpiece,,,,
1696,2022-03-12 17:00:26,Measure Workpiece,2.6,4.88,,
1696,2022-03-12 19:00:26,Put Workpiece in OK Pile,,,,OK
1697,2022-03-05 13:17:50,Produce Workpiece,,,,
1697,2022-03-05 15:17:50,Measure Workpiece,2.94,4.83,,
1697,2022-03-05 17:17:50,Put Workpiece in OK Pile,,,,OK
1698,2022-03-03 13:12:41,Produce Workpiece,,,,
1698,2022-03-03 15:12:41,Measure Workpiece,2.83,4.37,,
1698,2022-03-03 17:12:41,Put Workpiece in OK Pile,,,,OK
1699,2022-03-12 18:32:35,Produce Workpiece,,,,
1699,2022-03-12 20:32:35,Measure Workpiece,2.99,4.82,,
1699,2022-03-12 22:32:35,Put Workpiece in OK Pile,,,,OK
1700,2022-03-18 16:34:07,Produce Workpiece,,,,
1700,2022-03-18 18:34:07,Measure Workpiece,2.49,4.09,,
1700,2022-03-18 20:34:07,Put Workpiece in OK Pile,,,,OK
1701,2022-03-16 16:17:18,Produce Workpiece,,,,
1701,2022-03-16 18:17:18,Measure Workpiece,2.48,4.48,,
1701,2022-03-16 20:17:18,Put Workpiece in OK Pile,,,,OK
1702,2022-03-14 10:51:57,Produce Workpiece,,,,
1702,2022-03-14 12:51:57,Measure Workpiece,2.34,4.32,,
1702,2022-03-14 14:51:57,Put Workpiece in OK Pile,,,,OK
1703,2022-03-09 08:58:00,Produce Workpiece,,,,
1703,2022-03-09 10:58:00,Measure Workpiece,2.28,4.32,,
1703,2022-03-09 12:58:00,Put Workpiece in OK Pile,,,,OK
1704,2022-03-16 08:17:20,Produce Workpiece,,,,
1704,2022-03-16 10:17:20,Measure Workpiece,2.93,4.07,,
1704,2022-03-16 12:17:20,Put Workpiece in OK Pile,,,,OK
1705,2022-03-08 18:01:06,Produce Workpiece,,,,
1705,2022-03-08 20:01:06,Measure Workpiece,2.95,4.5,,
1705,2022-03-08 22:01:06,Put Workpiece in OK Pile,,,,OK
1706,2022-03-10 10:47:53,Produce Workpiece,,,,
1706,2022-03-10 12:47:53,Measure Workpiece,2.72,4.75,,
1706,2022-03-10 14:47:53,Put Workpiece in OK Pile,,,,OK
1707,2022-03-16 08:17:52,Produce Workpiece,,,,
1707,2022-03-16 10:17:52,Measure Workpiece,2.85,4.58,,
1707,2022-03-16 12:17:52,Put Workpiece in OK Pile,,,,OK
1708,2022-03-03 14:01:58,Produce Workpiece,,,,
1708,2022-03-03 16:01:58,Measure Workpiece,2.63,4.86,,
1708,2022-03-03 18:01:58,Put Workpiece in OK Pile,,,,OK
1709,2022-03-07 17:11:03,Produce Workpiece,,,,
1709,2022-03-07 19:11:03,Measure Workpiece,2.06,4.56,,
1709,2022-03-07 21:11:03,Put Workpiece in Scrap Pile,,,,NOK
1710,2022-03-15 17:58:08,Produce Workpiece,,,,
1710,2022-03-15 19:58:08,Measure Workpiece,2.22,4.44,,
1710,2022-03-15 21:58:08,Put Workpiece in OK Pile,,,,OK
1711,2022-03-19 17:33:19,Produce Workpiece,,,,
1711,2022-03-19 19:33:19,Measure Workpiece,2.35,4.19,,
1711,2022-03-19 21:33:19,Put Workpiece in OK Pile,,,,OK
1712,2022-03-09 10:55:13,Produce Workpiece,,,,
1712,2022-03-09 12:55:13,Measure Workpiece,2.5,4.44,,
1712,2022-03-09 14:55:13,Put Workpiece in OK Pile,,,,OK
1713,2022-03-10 12:42:14,Produce Workpiece,,,,
1713,2022-03-10 14:42:14,Measure Workpiece,2.38,4.15,,
1713,2022-03-10 16:42:14,Put Workpiece in OK Pile,,,,OK
1714,2022-03-12 15:02:18,Produce Workpiece,,,,
1714,2022-03-12 17:02:18,Measure Workpiece,2.23,4.91,,
1714,2022-03-12 19:02:18,Put Workpiece in Scrap Pile,,,,NOK
1715,2022-03-03 14:44:57,Produce Workpiece,,,,
1715,2022-03-03 16:44:57,Measure Workpiece,2.95,4.84,,
1715,2022-03-03 18:44:57,Put Workpiece in OK Pile,,,,OK
1716,2022-03-12 17:17:46,Produce Workpiece,,,,
1716,2022-03-12 19:17:46,Measure Workpiece,2.67,4.32,,
1716,2022-03-12 21:17:46,Put Workpiece in OK Pile,,,,OK
1717,2022-03-20 11:38:50,Produce Workpiece,,,,
1717,2022-03-20 13:38:50,Measure Workpiece,2.76,4.81,,
1717,2022-03-20 15:38:50,Put Workpiece in OK Pile,,,,OK
1718,2022-03-05 18:54:01,Produce Workpiece,,,,
1718,2022-03-05 20:54:01,Measure Workpiece,2.14,4.7,,
1718,2022-03-05 22:54:01,Put Workpiece in OK Pile,,,,OK
1719,2022-03-02 13:32:01,Produce Workpiece,,,,
1719,2022-03-02 15:32:01,Measure Workpiece,2.0,4.1,,
1719,2022-03-02 17:32:01,Put Workpiece in Scrap Pile,,,,NOK
1720,2022-03-18 10:06:16,Produce Workpiece,,,,
1720,2022-03-18 12:06:16,Measure Workpiece,2.23,4.95,,
1720,2022-03-18 14:06:16,Put Workpiece in Scrap Pile,,,,NOK
1721,2022-03-09 09:18:51,Produce Workpiece,,,,
1721,2022-03-09 11:18:51,Measure Workpiece,2.02,4.76,,
1721,2022-03-09 13:18:51,Put Workpiece in Scrap Pile,,,,NOK
1722,2022-03-08 15:07:25,Produce Workpiece,,,,
1722,2022-03-08 17:07:25,Measure Workpiece,2.52,4.27,,
1722,2022-03-08 19:07:25,Put Workpiece in Scrap Pile,,,,NOK
1723,2022-03-08 15:12:27,Produce Workpiece,,,,
1723,2022-03-08 17:12:27,Measure Workpiece,2.53,4.13,,
1723,2022-03-08 19:12:27,Put Workpiece in OK Pile,,,,OK
1724,2022-03-03 15:44:21,Produce Workpiece,,,,
1724,2022-03-03 17:44:21,Measure Workpiece,2.37,4.7,,
1724,2022-03-03 19:44:21,Put Workpiece in OK Pile,,,,OK
1725,2022-03-16 12:51:24,Produce Workpiece,,,,
1725,2022-03-16 14:51:24,Measure Workpiece,2.76,4.59,,
1725,2022-03-16 16:51:24,Put Workpiece in OK Pile,,,,OK
1726,2022-03-09 09:35:03,Produce Workpiece,,,,
1726,2022-03-09 11:35:03,Measure Workpiece,2.54,4.08,,
1726,2022-03-09 13:35:03,Put Workpiece in OK Pile,,,,OK
1727,2022-03-02 09:23:16,Produce Workpiece,,,,
1727,2022-03-02 11:23:16,Measure Workpiece,2.2,4.35,,
1727,2022-03-02 13:23:16,Put Workpiece in OK Pile,,,,OK
1728,2022-03-08 18:39:10,Produce Workpiece,,,,
1728,2022-03-08 20:39:10,Measure Workpiece,2.68,4.04,,
1728,2022-03-08 22:39:10,Put Workpiece in OK Pile,,,,OK
1729,2022-03-18 15:53:23,Produce Workpiece,,,,
1729,2022-03-18 17:53:23,Measure Workpiece,2.06,4.75,,
1729,2022-03-18 19:53:23,Put Workpiece in Scrap Pile,,,,NOK
1730,2022-03-10 14:44:44,Produce Workpiece,,,,
1730,2022-03-10 16:44:44,Measure Workpiece,2.23,4.82,,
1730,2022-03-10 18:44:44,Put Workpiece in OK Pile,,,,OK
1731,2022-03-08 17:48:06,Produce Workpiece,,,,
1731,2022-03-08 19:48:06,Measure Workpiece,2.19,4.81,,
1731,2022-03-08 21:48:06,Put Workpiece in OK Pile,,,,OK
1732,2022-03-08 18:43:04,Produce Workpiece,,,,
1732,2022-03-08 20:43:04,Measure Workpiece,2.28,4.42,,
1732,2022-03-08 22:43:04,Put Workpiece in OK Pile,,,,OK
1733,2022-03-01 18:59:57,Produce Workpiece,,,,
1733,2022-03-01 20:59:57,Measure Workpiece,2.6,4.25,,
1733,2022-03-01 22:59:57,Put Workpiece in OK Pile,,,,OK
1734,2022-03-03 10:43:20,Produce Workpiece,,,,
1734,2022-03-03 12:43:20,Measure Workpiece,2.64,4.7,,
1734,2022-03-03 14:43:20,Put Workpiece in OK Pile,,,,OK
1735,2022-03-13 14:57:28,Produce Workpiece,,,,
1735,2022-03-13 16:57:28,Measure Workpiece,2.79,4.1,,
1735,2022-03-13 18:57:28,Put Workpiece in OK Pile,,,,OK
1736,2022-03-19 11:37:29,Produce Workpiece,,,,
1736,2022-03-19 13:37:29,Measure Workpiece,2.58,4.82,,
1736,2022-03-19 15:37:29,Put Workpiece in OK Pile,,,,OK
1737,2022-03-16 08:42:44,Produce Workpiece,,,,
1737,2022-03-16 10:42:44,Measure Workpiece,2.31,4.0,,
1737,2022-03-16 12:42:44,Put Workpiece in OK Pile,,,,OK
1738,2022-03-09 17:30:55,Produce Workpiece,,,,
1738,2022-03-09 19:30:55,Measure Workpiece,2.7,4.73,,
1738,2022-03-09 21:30:55,Put Workpiece in OK Pile,,,,OK
1739,2022-03-06 16:06:55,Produce Workpiece,,,,
1739,2022-03-06 18:06:55,Measure Workpiece,2.15,4.18,,
1739,2022-03-06 20:06:55,Put Workpiece in Scrap Pile,,,,NOK
1740,2022-03-16 18:07:32,Produce Workpiece,,,,
1740,2022-03-16 20:07:32,Measure Workpiece,2.27,4.67,,
1740,2022-03-16 22:07:32,Put Workpiece in OK Pile,,,,OK
1741,2022-03-19 11:50:27,Produce Workpiece,,,,
1741,2022-03-19 13:50:27,Measure Workpiece,2.96,4.19,,
1741,2022-03-19 15:50:27,Put Workpiece in OK Pile,,,,OK
1742,2022-03-15 16:06:36,Produce Workpiece,,,,
1742,2022-03-15 18:06:36,Measure Workpiece,2.76,4.69,,
1742,2022-03-15 20:06:36,Put Workpiece in OK Pile,,,,OK
1743,2022-03-14 14:09:03,Produce Workpiece,,,,
1743,2022-03-14 16:09:03,Measure Workpiece,2.29,4.46,,
1743,2022-03-14 18:09:03,Put Workpiece in Scrap Pile,,,,NOK
1744,2022-03-14 14:53:57,Produce Workpiece,,,,
1744,2022-03-14 16:53:57,Measure Workpiece,2.93,4.77,,
1744,2022-03-14 18:53:57,Put Workpiece in OK Pile,,,,OK
1745,2022-03-05 13:13:57,Produce Workpiece,,,,
1745,2022-03-05 15:13:57,Measure Workpiece,2.61,4.52,,
1745,2022-03-05 17:13:57,Put Workpiece in OK Pile,,,,OK
1746,2022-03-03 08:41:02,Produce Workpiece,,,,
1746,2022-03-03 10:41:02,Measure Workpiece,2.78,4.62,,
1746,2022-03-03 12:41:02,Put Workpiece in OK Pile,,,,OK
1747,2022-03-11 17:55:09,Produce Workpiece,,,,
1747,2022-03-11 19:55:09,Measure Workpiece,2.03,4.14,,
1747,2022-03-11 21:55:09,Put Workpiece in Scrap Pile,,,,NOK
1748,2022-03-06 14:48:34,Produce Workpiece,,,,
1748,2022-03-06 16:48:34,Measure Workpiece,2.58,4.05,,
1748,2022-03-06 18:48:34,Put Workpiece in OK Pile,,,,OK
1749,2022-03-18 11:31:01,Produce Workpiece,,,,
1749,2022-03-18 13:31:01,Measure Workpiece,2.13,4.58,,
1749,2022-03-18 15:31:01,Put Workpiece in OK Pile,,,,OK
1750,2022-03-03 17:57:53,Produce Workpiece,,,,
1750,2022-03-03 19:57:53,Measure Workpiece,2.02,4.57,,
1750,2022-03-03 21:57:53,Put Workpiece in Scrap Pile,,,,NOK
1751,2022-03-05 12:26:24,Produce Workpiece,,,,
1751,2022-03-05 14:26:24,Measure Workpiece,2.63,4.31,,
1751,2022-03-05 16:26:24,Put Workpiece in OK Pile,,,,OK
1752,2022-03-16 09:24:45,Produce Workpiece,,,,
1752,2022-03-16 11:24:45,Measure Workpiece,2.18,4.41,,
1752,2022-03-16 13:24:45,Put Workpiece in OK Pile,,,,OK
1753,2022-03-12 11:17:56,Produce Workpiece,,,,
1753,2022-03-12 13:17:56,Measure Workpiece,2.19,4.96,,
1753,2022-03-12 15:17:56,Put Workpiece in Scrap Pile,,,,NOK
1754,2022-03-19 08:54:31,Produce Workpiece,,,,
1754,2022-03-19 10:54:31,Measure Workpiece,2.09,4.59,,
1754,2022-03-19 12:54:31,Put Workpiece in Scrap Pile,,,,NOK
1755,2022-03-14 16:00:02,Produce Workpiece,,,,
1755,2022-03-14 18:00:02,Measure Workpiece,2.43,4.37,,
1755,2022-03-14 20:00:02,Put Workpiece in OK Pile,,,,OK
1756,2022-03-02 09:14:59,Produce Workpiece,,,,
1756,2022-03-02 11:14:59,Measure Workpiece,2.7,4.25,,
1756,2022-03-02 13:14:59,Put Workpiece in OK Pile,,,,OK
1757,2022-03-06 10:50:12,Produce Workpiece,,,,
1757,2022-03-06 12:50:12,Measure Workpiece,2.66,4.39,,
1757,2022-03-06 14:50:12,Put Workpiece in OK Pile,,,,OK
1758,2022-03-14 16:25:49,Produce Workpiece,,,,
1758,2022-03-14 18:25:49,Measure Workpiece,2.58,4.66,,
1758,2022-03-14 20:25:49,Put Workpiece in OK Pile,,,,OK
1759,2022-03-15 18:07:24,Produce Workpiece,,,,
1759,2022-03-15 20:07:24,Measure Workpiece,2.09,4.31,,
1759,2022-03-15 22:07:24,Put Workpiece in Scrap Pile,,,,NOK
1760,2022-03-02 09:44:13,Produce Workpiece,,,,
1760,2022-03-02 11:44:13,Measure Workpiece,2.93,4.2,,
1760,2022-03-02 13:44:13,Put Workpiece in OK Pile,,,,OK
1761,2022-03-20 10:41:07,Produce Workpiece,,,,
1761,2022-03-20 12:41:07,Measure Workpiece,2.39,4.63,,
1761,2022-03-20 14:41:07,Put Workpiece in OK Pile,,,,OK
1762,2022-03-13 11:59:14,Produce Workpiece,,,,
1762,2022-03-13 13:59:14,Measure Workpiece,2.83,4.43,,
1762,2022-03-13 15:59:14,Put Workpiece in OK Pile,,,,OK
1763,2022-03-11 10:07:14,Produce Workpiece,,,,
1763,2022-03-11 12:07:14,Measure Workpiece,2.47,4.05,,
1763,2022-03-11 14:07:14,Put Workpiece in OK Pile,,,,OK
1764,2022-03-15 16:39:27,Produce Workpiece,,,,
1764,2022-03-15 18:39:27,Measure Workpiece,2.68,4.33,,
1764,2022-03-15 20:39:27,Put Workpiece in OK Pile,,,,OK
1765,2022-03-08 10:07:50,Produce Workpiece,,,,
1765,2022-03-08 12:07:50,Measure Workpiece,2.03,4.45,,
1765,2022-03-08 14:07:50,Put Workpiece in Scrap Pile,,,,NOK
1766,2022-03-07 08:13:57,Produce Workpiece,,,,
1766,2022-03-07 10:13:57,Measure Workpiece,2.47,4.34,,
1766,2022-03-07 12:13:57,Put Workpiece in OK Pile,,,,OK
1767,2022-03-07 08:44:33,Produce Workpiece,,,,
1767,2022-03-07 10:44:33,Measure Workpiece,2.84,4.42,,
1767,2022-03-07 12:44:33,Put Workpiece in OK Pile,,,,OK
1768,2022-03-06 10:41:36,Produce Workpiece,,,,
1768,2022-03-06 12:41:36,Measure Workpiece,2.42,4.25,,
1768,2022-03-06 14:41:36,Put Workpiece in OK Pile,,,,OK
1769,2022-03-14 18:13:31,Produce Workpiece,,,,
1769,2022-03-14 20:13:31,Measure Workpiece,2.94,4.13,,
1769,2022-03-14 22:13:31,Put Workpiece in OK Pile,,,,OK
1770,2022-03-02 12:50:37,Produce Workpiece,,,,
1770,2022-03-02 14:50:37,Measure Workpiece,2.6,4.15,,
1770,2022-03-02 16:50:37,Put Workpiece in OK Pile,,,,OK
1771,2022-03-04 15:54:05,Produce Workpiece,,,,
1771,2022-03-04 17:54:05,Measure Workpiece,2.11,5.0,,
1771,2022-03-04 19:54:05,Put Workpiece in Scrap Pile,,,,NOK
1772,2022-03-09 14:10:47,Produce Workpiece,,,,
1772,2022-03-09 16:10:47,Measure Workpiece,2.08,4.27,,
1772,2022-03-09 18:10:47,Put Workpiece in Scrap Pile,,,,NOK
1773,2022-03-06 16:05:29,Produce Workpiece,,,,
1773,2022-03-06 18:05:29,Measure Workpiece,2.58,4.02,,
1773,2022-03-06 20:05:29,Put Workpiece in Scrap Pile,,,,NOK
1774,2022-03-12 13:18:12,Produce Workpiece,,,,
1774,2022-03-12 15:18:12,Measure Workpiece,2.82,4.85,,
1774,2022-03-12 17:18:12,Put Workpiece in OK Pile,,,,OK
1775,2022-03-03 09:16:01,Produce Workpiece,,,,
1775,2022-03-03 11:16:01,Measure Workpiece,2.33,4.55,,
1775,2022-03-03 13:16:01,Put Workpiece in OK Pile,,,,OK
1776,2022-03-12 18:55:51,Produce Workpiece,,,,
1776,2022-03-12 20:55:51,Measure Workpiece,2.63,4.14,,
1776,2022-03-12 22:55:51,Put Workpiece in OK Pile,,,,OK
1777,2022-03-13 11:57:25,Produce Workpiece,,,,
1777,2022-03-13 13:57:25,Measure Workpiece,2.55,4.08,,
1777,2022-03-13 15:57:25,Put Workpiece in OK Pile,,,,OK
1778,2022-03-02 13:25:29,Produce Workpiece,,,,
1778,2022-03-02 15:25:29,Measure Workpiece,2.41,4.74,,
1778,2022-03-02 17:25:29,Put Workpiece in OK Pile,,,,OK
1779,2022-03-13 13:06:06,Produce Workpiece,,,,
1779,2022-03-13 15:06:06,Measure Workpiece,2.4,4.08,,
1779,2022-03-13 17:06:06,Put Workpiece in OK Pile,,,,OK
1780,2022-03-20 08:09:22,Produce Workpiece,,,,
1780,2022-03-20 10:09:22,Measure Workpiece,2.55,4.65,,
1780,2022-03-20 12:09:22,Put Workpiece in OK Pile,,,,OK
1781,2022-03-16 12:41:29,Produce Workpiece,,,,
1781,2022-03-16 14:41:29,Measure Workpiece,2.61,4.44,,
1781,2022-03-16 16:41:29,Put Workpiece in OK Pile,,,,OK
1782,2022-03-09 15:46:09,Produce Workpiece,,,,
1782,2022-03-09 17:46:09,Measure Workpiece,2.92,4.64,,
1782,2022-03-09 19:46:09,Put Workpiece in OK Pile,,,,OK
1783,2022-03-19 17:15:02,Produce Workpiece,,,,
1783,2022-03-19 19:15:02,Measure Workpiece,2.77,4.7,,
1783,2022-03-19 21:15:02,Put Workpiece in OK Pile,,,,OK
1784,2022-03-14 09:11:44,Produce Workpiece,,,,
1784,2022-03-14 11:11:44,Measure Workpiece,2.0,4.77,,
1784,2022-03-14 13:11:44,Put Workpiece in Scrap Pile,,,,NOK
1785,2022-03-05 11:14:37,Produce Workpiece,,,,
1785,2022-03-05 13:14:37,Measure Workpiece,2.15,4.93,,
1785,2022-03-05 15:14:37,Put Workpiece in Scrap Pile,,,,NOK
1786,2022-03-15 08:45:45,Produce Workpiece,,,,
1786,2022-03-15 10:45:45,Measure Workpiece,2.55,4.78,,
1786,2022-03-15 12:45:45,Put Workpiece in OK Pile,,,,OK
1787,2022-03-13 17:55:17,Produce Workpiece,,,,
1787,2022-03-13 19:55:17,Measure Workpiece,2.65,4.36,,
1787,2022-03-13 21:55:17,Put Workpiece in OK Pile,,,,OK
1788,2022-03-09 08:12:05,Produce Workpiece,,,,
1788,2022-03-09 10:12:05,Measure Workpiece,2.5,4.56,,
1788,2022-03-09 12:12:05,Put Workpiece in OK Pile,,,,OK
1789,2022-03-09 09:28:40,Produce Workpiece,,,,
1789,2022-03-09 11:28:40,Measure Workpiece,2.42,4.11,,
1789,2022-03-09 13:28:40,Put Workpiece in OK Pile,,,,OK
1790,2022-03-17 08:04:35,Produce Workpiece,,,,
1790,2022-03-17 10:04:35,Measure Workpiece,2.85,4.86,,
1790,2022-03-17 12:04:35,Put Workpiece in OK Pile,,,,OK
1791,2022-03-10 08:17:58,Produce Workpiece,,,,
1791,2022-03-10 10:17:58,Measure Workpiece,2.41,4.71,,
1791,2022-03-10 12:17:58,Put Workpiece in OK Pile,,,,OK
1792,2022-03-12 10:55:53,Produce Workpiece,,,,
1792,2022-03-12 12:55:53,Measure Workpiece,2.25,4.64,,
1792,2022-03-12 14:55:53,Put Workpiece in OK Pile,,,,OK
1793,2022-03-14 08:39:49,Produce Workpiece,,,,
1793,2022-03-14 10:39:49,Measure Workpiece,2.0,4.7,,
1793,2022-03-14 12:39:49,Put Workpiece in Scrap Pile,,,,NOK
1794,2022-03-12 10:04:38,Produce Workpiece,,,,
1794,2022-03-12 12:04:38,Measure Workpiece,2.46,4.1,,
1794,2022-03-12 14:04:38,Put Workpiece in Scrap Pile,,,,NOK
1795,2022-03-19 14:53:33,Produce Workpiece,,,,
1795,2022-03-19 16:53:33,Measure Workpiece,2.58,4.66,,
1795,2022-03-19 18:53:33,Put Workpiece in OK Pile,,,,OK
1796,2022-03-11 18:55:19,Produce Workpiece,,,,
1796,2022-03-11 20:55:19,Measure Workpiece,2.5,4.97,,
1796,2022-03-11 22:55:19,Put Workpiece in Scrap Pile,,,,NOK
1797,2022-03-12 10:21:54,Produce Workpiece,,,,
1797,2022-03-12 12:21:54,Measure Workpiece,2.17,4.58,,
1797,2022-03-12 14:21:54,Put Workpiece in OK Pile,,,,OK
1798,2022-03-19 18:21:36,Produce Workpiece,,,,
1798,2022-03-19 20:21:36,Measure Workpiece,2.1,4.21,,
1798,2022-03-19 22:21:36,Put Workpiece in Scrap Pile,,,,NOK
1799,2022-03-17 10:44:26,Produce Workpiece,,,,
1799,2022-03-17 12:44:26,Measure Workpiece,2.64,4.83,,
1799,2022-03-17 14:44:26,Put Workpiece in OK Pile,,,,OK
1800,2022-03-09 08:36:38,Produce Workpiece,,,,
1800,2022-03-09 10:36:38,Measure Workpiece,2.53,4.67,,
1800,2022-03-09 12:36:38,Put Workpiece in OK Pile,,,,OK
1801,2022-03-16 12:21:22,Produce Workpiece,,,,
1801,2022-03-16 14:21:22,Measure Workpiece,2.12,4.95,,
1801,2022-03-16 16:21:22,Put Workpiece in Scrap Pile,,,,NOK
1802,2022-03-07 16:52:33,Produce Workpiece,,,,
1802,2022-03-07 18:52:33,Measure Workpiece,2.74,4.61,,
1802,2022-03-07 20:52:33,Put Workpiece in OK Pile,,,,OK
1803,2022-03-15 17:33:38,Produce Workpiece,,,,
1803,2022-03-15 19:33:38,Measure Workpiece,2.03,4.03,,
1803,2022-03-15 21:33:38,Put Workpiece in Scrap Pile,,,,NOK
1804,2022-03-09 13:44:14,Produce Workpiece,,,,
1804,2022-03-09 15:44:14,Measure Workpiece,2.08,4.94,,
1804,2022-03-09 17:44:14,Put Workpiece in Scrap Pile,,,,NOK
1805,2022-03-13 12:44:06,Produce Workpiece,,,,
1805,2022-03-13 14:44:06,Measure Workpiece,2.38,4.5,,
1805,2022-03-13 16:44:06,Put Workpiece in OK Pile,,,,OK
1806,2022-03-13 13:37:45,Produce Workpiece,,,,
1806,2022-03-13 15:37:45,Measure Workpiece,2.26,4.49,,
1806,2022-03-13 17:37:45,Put Workpiece in OK Pile,,,,OK
1807,2022-03-19 13:15:00,Produce Workpiece,,,,
1807,2022-03-19 15:15:00,Measure Workpiece,2.79,4.52,,
1807,2022-03-19 17:15:00,Put Workpiece in OK Pile,,,,OK
1808,2022-03-04 13:39:23,Produce Workpiece,,,,
1808,2022-03-04 15:39:23,Measure Workpiece,2.32,4.79,,
1808,2022-03-04 17:39:23,Put Workpiece in OK Pile,,,,OK
1809,2022-03-09 12:03:28,Produce Workpiece,,,,
1809,2022-03-09 14:03:28,Measure Workpiece,2.37,4.63,,
1809,2022-03-09 16:03:28,Put Workpiece in OK Pile,,,,OK
1810,2022-03-01 14:29:18,Produce Workpiece,,,,
1810,2022-03-01 16:29:18,Measure Workpiece,2.65,4.28,,
1810,2022-03-01 18:29:18,Put Workpiece in Scrap Pile,,,,NOK
1811,2022-03-18 16:25:14,Produce Workpiece,,,,
1811,2022-03-18 18:25:14,Measure Workpiece,2.55,4.25,,
1811,2022-03-18 20:25:14,Put Workpiece in OK Pile,,,,OK
1812,2022-03-10 10:45:50,Produce Workpiece,,,,
1812,2022-03-10 12:45:50,Measure Workpiece,2.4,4.84,,
1812,2022-03-10 14:45:50,Put Workpiece in Scrap Pile,,,,NOK
1813,2022-03-12 12:09:31,Produce Workpiece,,,,
1813,2022-03-12 14:09:31,Measure Workpiece,2.24,4.82,,
1813,2022-03-12 16:09:31,Put Workpiece in OK Pile,,,,OK
1814,2022-03-19 17:37:21,Produce Workpiece,,,,
1814,2022-03-19 19:37:21,Measure Workpiece,2.99,4.06,,
1814,2022-03-19 21:37:21,Put Workpiece in OK Pile,,,,OK
1815,2022-03-08 16:27:14,Produce Workpiece,,,,
1815,2022-03-08 18:27:14,Measure Workpiece,2.83,4.22,,
1815,2022-03-08 20:27:14,Put Workpiece in OK Pile,,,,OK
1816,2022-03-06 13:36:06,Produce Workpiece,,,,
1816,2022-03-06 15:36:06,Measure Workpiece,2.14,4.68,,
1816,2022-03-06 17:36:06,Put Workpiece in OK Pile,,,,OK
1817,2022-03-18 09:49:48,Produce Workpiece,,,,
1817,2022-03-18 11:49:48,Measure Workpiece,2.74,4.66,,
1817,2022-03-18 13:49:48,Put Workpiece in OK Pile,,,,OK
1818,2022-03-07 15:40:20,Produce Workpiece,,,,
1818,2022-03-07 17:40:20,Measure Workpiece,2.51,4.81,,
1818,2022-03-07 19:40:20,Put Workpiece in Scrap Pile,,,,NOK
1819,2022-03-20 18:45:04,Produce Workpiece,,,,
1819,2022-03-20 20:45:04,Measure Workpiece,2.93,4.11,,
1819,2022-03-20 22:45:04,Put Workpiece in OK Pile,,,,OK
1820,2022-03-18 08:36:13,Produce Workpiece,,,,
1820,2022-03-18 10:36:13,Measure Workpiece,2.4,4.94,,
1820,2022-03-18 12:36:13,Put Workpiece in Scrap Pile,,,,NOK
1821,2022-03-12 13:28:49,Produce Workpiece,,,,
1821,2022-03-12 15:28:49,Measure Workpiece,2.99,4.86,,
1821,2022-03-12 17:28:49,Put Workpiece in OK Pile,,,,OK
1822,2022-03-20 09:44:10,Produce Workpiece,,,,
1822,2022-03-20 11:44:10,Measure Workpiece,2.57,4.99,,
1822,2022-03-20 13:44:10,Put Workpiece in Scrap Pile,,,,NOK
1823,2022-03-12 17:06:54,Produce Workpiece,,,,
1823,2022-03-12 19:06:54,Measure Workpiece,2.24,4.37,,
1823,2022-03-12 21:06:54,Put Workpiece in OK Pile,,,,OK
1824,2022-03-11 18:58:30,Produce Workpiece,,,,
1824,2022-03-11 20:58:30,Measure Workpiece,2.17,4.9,,
1824,2022-03-11 22:58:30,Put Workpiece in Scrap Pile,,,,NOK
1825,2022-03-06 15:32:51,Produce Workpiece,,,,
1825,2022-03-06 17:32:51,Measure Workpiece,2.41,4.48,,
1825,2022-03-06 19:32:51,Put Workpiece in OK Pile,,,,OK
1826,2022-03-01 08:32:29,Produce Workpiece,,,,
1826,2022-03-01 10:32:29,Measure Workpiece,2.78,4.2,,
1826,2022-03-01 12:32:29,Put Workpiece in OK Pile,,,,OK
1827,2022-03-05 13:23:45,Produce Workpiece,,,,
1827,2022-03-05 15:23:45,Measure Workpiece,2.92,4.86,,
1827,2022-03-05 17:23:45,Put Workpiece in OK Pile,,,,OK
1828,2022-03-06 13:12:01,Produce Workpiece,,,,
1828,2022-03-06 15:12:01,Measure Workpiece,2.78,4.1,,
1828,2022-03-06 17:12:01,Put Workpiece in OK Pile,,,,OK
1829,2022-03-17 15:51:12,Produce Workpiece,,,,
1829,2022-03-17 17:51:12,Measure Workpiece,2.55,4.78,,
1829,2022-03-17 19:51:12,Put Workpiece in OK Pile,,,,OK
1830,2022-03-16 17:11:15,Produce Workpiece,,,,
1830,2022-03-16 19:11:15,Measure Workpiece,2.09,4.43,,
1830,2022-03-16 21:11:15,Put Workpiece in Scrap Pile,,,,NOK
1831,2022-03-02 13:07:43,Produce Workpiece,,,,
1831,2022-03-02 15:07:43,Measure Workpiece,2.64,4.97,,
1831,2022-03-02 17:07:43,Put Workpiece in Scrap Pile,,,,NOK
1832,2022-03-08 14:56:20,Produce Workpiece,,,,
1832,2022-03-08 16:56:20,Measure Workpiece,2.16,4.41,,
1832,2022-03-08 18:56:20,Put Workpiece in OK Pile,,,,OK
1833,2022-03-12 16:53:49,Produce Workpiece,,,,
